PartNumber,Description,Sellable,Length,Weight,Width,Height,productPageUrl,image1_url,image1_name,image2_url,image2_name,image3_url,image3_name,image4_url,image4_name,image5_url,image5_name,image6_url,image6_name,image7_url,image7_name,image8_url,image8_name,image9_url,image9_name
5290979,Fuel Pump,Y,28 In,5 Lbs,28 In,20 In,https://parts.cummins.com/esn-entry/main/part-details/5290979/parts-search,https://parts.cummins.com/gateway/api/IACDataServices/graphics/parts/529/5290979/5290979_iso.png?x-image-size=medium,5290979_image1.jpg,https://parts.cummins.com/gateway/api/IACDataServices/graphics/parts/529/5290979/5290979_iso2.png?x-image-size=medium,5290979_image2.jpg,https://parts.cummins.com/gateway/api/IACDataServices/graphics/parts/529/5290979/5290979_back.png?x-image-size=medium,5290979_image3.jpg,https://parts.cummins.com/gateway/api/IACDataServices/graphics/parts/529/5290979/5290979_front.png?x-image-size=medium,5290979_image4.jpg,https://parts.cummins.com/gateway/api/IACDataServices/graphics/parts/529/5290979/5290979_right.png?x-image-size=medium,5290979_image5.jpg,https://parts.cummins.com/gateway/api/IACDataServices/graphics/parts/529/5290979/5290979_top.png?x-image-size=medium,5290979_image6.jpg,,,,,,
5293887,Fuel Pump,Y,1 In,8.5 Lbs,1 In,1 In,https://parts.cummins.com/esn-entry/main/part-details/5293887/parts-search,https://parts.cummins.com/gateway/api/IACDataServices/graphics/parts/529/5293887/5293887_iso.png?x-image-size=medium,5293887_image1.jpg,https://parts.cummins.com/gateway/api/IACDataServices/graphics/parts/529/5293887/5293887_iso2.png?x-image-size=medium,5293887_image2.jpg,https://parts.cummins.com/gateway/api/IACDataServices/graphics/parts/529/5293887/5293887_right.png?x-image-size=medium,5293887_image3.jpg,https://parts.cummins.com/gateway/api/IACDataServices/graphics/parts/529/5293887/5293887_front.png?x-image-size=medium,5293887_image4.jpg,https://parts.cummins.com/gateway/api/IACDataServices/graphics/parts/529/5293887/5293887_top.png?x-image-size=medium,5293887_image5.jpg,,,,,,,,
,,N,null,null,null,null,https://parts.cummins.com/gsn-entry/main/part-details/5293887/part,no image available,no image available,,,,,,,,,,,,,,,,
5301647,Fuel Pump,Y,42.5 In,12.272 Lbs,30 In,30 In,https://parts.cummins.com/esn-entry/main/part-details/5301647/parts-search,no image available,no image available,,,,,,,,,,,,,,,,
5301647,Fuel Pump,Y,42.5 In,12.272 Lbs,30 In,30 In,https://parts.cummins.com/esn-entry/main/part-details/5301647/parts-search,no image available,no image available,,,,,,,,,,,,,,,,
3959568,Fuel Filter Head,Y,12 In,15.44 Lbs,10.6 In,8.2 In,https://parts.cummins.com/esn-entry/main/part-details/3959568/parts-search,https://parts.cummins.com/gateway/api/IACDataServices/graphics/parts/395/3959568/3959568_iso2.png?x-image-size=medium,3959568_image1.jpg,https://parts.cummins.com/gateway/api/IACDataServices/graphics/parts/395/3959568/3959568_iso.png?x-image-size=medium,3959568_image2.jpg,https://parts.cummins.com/gateway/api/IACDataServices/graphics/parts/395/3959568/3959568_iso_mkt.png?x-image-size=medium,3959568_image3.jpg,https://parts.cummins.com/gateway/api/IACDataServices/graphics/parts/395/3959568/3959568_top.png?x-image-size=medium,3959568_image4.jpg,https://parts.cummins.com/gateway/api/IACDataServices/graphics/parts/395/3959568/3959568_left.png?x-image-size=medium,3959568_image5.jpg,https://parts.cummins.com/gateway/api/IACDataServices/graphics/parts/395/3959568/3959568_front.png?x-image-size=medium,3959568_image6.jpg,https://parts.cummins.com/gateway/api/IACDataServices/graphics/parts/395/3959568/3959568_right.png?x-image-size=medium,3959568_image7.jpg,,,,
3959568,Fuel Filter Head,Y,12 In,15.44 Lbs,10.6 In,8.2 In,https://parts.cummins.com/esn-entry/main/part-details/3959568/parts-search,https://parts.cummins.com/gateway/api/IACDataServices/graphics/parts/395/3959568/3959568_iso2.png?x-image-size=medium,3959568_image1.jpg,https://parts.cummins.com/gateway/api/IACDataServices/graphics/parts/395/3959568/3959568_iso.png?x-image-size=medium,3959568_image2.jpg,https://parts.cummins.com/gateway/api/IACDataServices/graphics/parts/395/3959568/3959568_iso_mkt.png?x-image-size=medium,3959568_image3.jpg,https://parts.cummins.com/gateway/api/IACDataServices/graphics/parts/395/3959568/3959568_top.png?x-image-size=medium,3959568_image4.jpg,https://parts.cummins.com/gateway/api/IACDataServices/graphics/parts/395/3959568/3959568_left.png?x-image-size=medium,3959568_image5.jpg,https://parts.cummins.com/gateway/api/IACDataServices/graphics/parts/395/3959568/3959568_front.png?x-image-size=medium,3959568_image6.jpg,https://parts.cummins.com/gateway/api/IACDataServices/graphics/parts/395/3959568/3959568_right.png?x-image-size=medium,3959568_image7.jpg,,,,
C6204711420,Fuel Pump,Y,34 In,7.2 Lbs,22 In,36 In,https://parts.cummins.com/esn-entry/main/part-details/c6204711420/parts-search,no image available,no image available,,,,,,,,,,,,,,,,
C6204711420,Fuel Pump,Y,34 In,7.2 Lbs,22 In,36 In,https://parts.cummins.com/esn-entry/main/part-details/c6204711420/parts-search,no image available,no image available,,,,,,,,,,,,,,,,
3918301,"Actuator,etr Fuel Cont",Y,13.8 In,10.7 Lbs,"Non-Hazardous (NOI, ICE/Auto)",9 In,https://parts.cummins.com/esn-entry/main/part-details/3918301/parts-search,no image available,no image available,,,,,,,,,,,,,,,,
3918301,"Actuator,etr Fuel Cont",Y,13.8 In,10.7 Lbs,"Non-Hazardous (NOI, ICE/Auto)",9 In,https://parts.cummins.com/esn-entry/main/part-details/3918301/parts-search,no image available,no image available,,,,,,,,,,,,,,,,
5267706,Fuel Injection Pump,Y,54 In,8 Lbs,29 In,23 In,https://parts.cummins.com/esn-entry/main/part-details/5267706/parts-search,no image available,no image available,,,,,,,,,,,,,,,,
,,N,null,null,null,null,https://parts.cummins.com/gsn-entry/main/part-details/5267706/part,no image available,no image available,,,,,,,,,,,,,,,,
4990709,Fuel Pump,Y,51 In,37 Lbs,34 In,26 In,https://parts.cummins.com/esn-entry/main/part-details/4990709/parts-search,no image available,no image available,,,,,,,,,,,,,,,,
,,N,null,null,null,null,https://parts.cummins.com/gsn-entry/main/part-details/4990709/part,no image available,no image available,,,,,,,,,,,,,,,,
3936963,Fuel Pump,Recon equivalent 3936963 RX,Y,19.5 In,24.5 Lbs,16.1 In,https://parts.cummins.com/esn-entry/main/part-details/3936963/parts-search,no image available,no image available,,,,,,,,,,,,,,,,
3936963RX,Fuel Pump,N,21.5 In,25.9 Lbs,14 In,8 In,https://parts.cummins.com/esn-entry/main/part-details/3936963rx/parts-search,no image available,no image available,,,,,,,,,,,,,,,,
3936963,Fuel Pump,Recon equivalent 3936963 RX,Y,19.5 In,24.5 Lbs,16.1 In,https://parts.cummins.com/esn-entry/main/part-details/3936963/parts-search,no image available,no image available,,,,,,,,,,,,,,,,
,,N,null,null,null,null,https://parts.cummins.com/gsn-entry/main/part-details/3936963rx/part,no image available,no image available,,,,,,,,,,,,,,,,
3973393,Fuel Injection Pump,Y,0 In,.1 Lbs,0 In,0 In,https://parts.cummins.com/esn-entry/main/part-details/3973393/parts-search,no image available,no image available,,,,,,,,,,,,,,,,
,,N,null,null,null,null,https://parts.cummins.com/gsn-entry/main/part-details/3973393/part,no image available,no image available,,,,,,,,,,,,,,,,
180416,Fuel Manifold,Y,40.63 In,2.07 Lbs,"Non-Hazardous (NOI, ICE/Auto)",7.25 In,https://parts.cummins.com/esn-entry/main/part-details/180416/parts-search,no image available,no image available,,,,,,,,,,,,,,,,
180416,Fuel Manifold,Y,40.63 In,2.07 Lbs,"Non-Hazardous (NOI, ICE/Auto)",7.25 In,https://parts.cummins.com/esn-entry/main/part-details/180416/parts-search,no image available,no image available,,,,,,,,,,,,,,,,
